tweet,sentiment
enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent,positive
" I agree, keep it in Star Trek but make it commercially viable! C`mon!",positive
 her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,positive
This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9,positive
_xD What I TRIED to say was `it seems like the people of Facebook don`t agree`... I guess I fail  -cries-,negative
 All the best with the Cup Final today. Have fun,positive
 Hugs to hubby! I`ll probably be in the same place come the 1st of September.,positive
i am Marina and i sware to God i`ll never again end up studying French till 2 o`clock at night EVER AGAIN...too much drama...sooo sleepy,negative
"I`m always a little sad to see followers I really like, decide to unfollow me.",negative
My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733,negative
I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don`t deserve to read  #sccr18,negative
"In regard to knowledge, I am like the little robot in the movie 'Short Circuit.' I am always crying out: 'Imput! Imput!'",negative
" hee hee - btw thanks for your LinkedIn tips - i`ve still to use them, but thanks in advance",positive
Bit devastated that I lost my entire documents folder on my home computer.,negative
so very irratated,negative
can`t make it to graduation...,negative
Jonas brothers concert  was greaattt,positive
Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7,negative
 YAY  u get to see ddub again ;) those 5 men always keep me happy & motivated,positive
 boo! I must`ve deleted it from my phone!  can`t find it in my emails either!,negative
 I can`t get it to load for me.,negative
almost got in a giant car accident on the 101,negative
 Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,positive
getting dinner ready not much going on in my life it seems,negative
 it would hurt only when you touch it or when it gets hit. But when you don`**** won`t  but after a month it wouldn`t hurt na!,negative
"Whataburger closing all locations but tally  so harsh, might have to transfer schools",negative
"loves GOSSIP GIRL Episode 23, The Wrath of Con",positive
 i had a dream that u didn`t like me,negative
Just had some delicious sushi from niko niko on vermont and hollywood  mm,positive
whew. did some more vacuuming. what a good time! You should vacuum.,positive
Aww I have a tummy ache,negative
" awww bb, you sound lonely  I want to drive up there/fly and snuggle you too",negative
 You seem Cool,positive
awww the wee gril in britains got talent,positive
I think at this rate.. Ill be in class until 4... Sigh.,negative
 Good! I hope that it was a wonderful experience!,positive
I dont feel good AT ALL. fuckkk,negative
missed out on westcott micro apollo too,negative
just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,positive
home! tonight was so much fun! goodnight twitterbugs!,positive
 very cute kitty,positive
 you`re a big man for embracing your tears,positive
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,positive
... Still feelin like blah... 3 more hours,negative
Happy Mothers Day,positive
Gonna run to the gym to get my workout in before my really f`kin big pile of mulch arrives at around 8 or 9am! I`m excited about my mulch,positive
 and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.,negative
I hate going to work on nights that I`m in micro.   At least I get to work with !,negative
"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",positive
 phil! I miss you gracin ya with your presence I haven`t been on much  what`s new?,negative
" it is, and its shiny and if i could marry it i would.   ps. im good, you?",positive
 what`s going on sweetheart?,positive
 Good Luck,positive
Actually I`m really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,negative
Grrr..stupid internet connection ruined a great scrabble game,negative
Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,positive
 Happy mom`s day to you too,positive
UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/,negative
HAPPY MOTHER`S DAY !!,positive
 I`d Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,positive
 happy mothers day to you as well!,positive
 I must admit when i first saw that name posted i thought it was an exploit attempt,negative
 aww that`s awesome! he`s a good guy,positive
 All is well..That ends well! < unless of course well times the power of three = the sum of ends if X being All,positive
the tummy monster hates me,negative
 I ALWAYS miss out! I wont be able to commence in the foolishness til` the fall  But come fall I`ll be visiting!! YAY!!,negative
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,positive
I`m a fat and sad puffyn now,negative
I`m hungry. And single.  heading to the golfing range soon.,negative
good weekend,positive
sorry guys i didn`t sign in for a while  sorry every1,negative
  Nice start to the holiday!,positive
" yep i am.got back this morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away",positive
 not good enough!,negative
Go Canada they made Nikkie Payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,positive
 aww  i will keep sending it ;),positive
_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha ****,negative
"So, I finally got my but on Twitter. Let`s hope I make good use of this site",positive
 are you guys dead again?  I can`t load it up,negative
 I`m jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,negative
 'VISION OF LOVE' Play now 'i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo' Mariah this ur part,positive
any one watching justin timberlake on SNL? He is greattttt! So hilarious,positive
 thanks for teaching me how to play a part of that song,positive
Sooo readyyy for the summerr babyyyy!!!!!!!!!,positive
loves my new twitter background...my two heros...wichita and kraussey!  haha,positive
 Yeah I`m kinda glad I did stay home,positive
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,positive
last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,negative
uhh I wish someone would include me in their follow friday - would be great to get more followers,positive
Happy Mother`s Day !,positive
 Nofair! My BK only had Uhura and Nero left.,negative
 Congratulations! Check that one off your to do list!,positive
Happy Mother`s Day everyone.,positive
"Jason Mraz is still serenading me, while I read 'Judicial Supervision of Executive Action in the Commonwealth Caribbean'.  BBL!",positive
 my tvs not working  i wanna watch vhits :`(,negative
 Well best of luck,positive
Is sooo waking both of them up on my way back to SB  good night america,positive
 its so sad how dead it is.,negative
" Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",positive
 i need a job that can pay off all my hospital bills. i have been very sick lately.,negative
May the 4th be with you! Happy Star Wars Day twirps!  ROFL,positive
"3 days of frisbee, three nights of partying and sprained ligaments. Can`t imagine a better long weekend",positive
My mind automatically wakes up at 7. Huge fail -- it`s SUMMER!  Good morning nonetheless. Gonna get ready for work now.,negative
 i like the optimism,positive
 i need a hug i dnt feel so good,positive
"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",negative
" Yeah im following you, Hun! Goodnight",positive
So glad I`m finally done with finals!,positive
needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,positive
grr...everytime he gets a new girlfriend..I`m at the bottom of the totem pole,negative
just went to the dentist my mouth hurts and I can`t eat until 8,negative
 glad you liked the gmail add-on too. We visual people like the asthetics to be right don`t we.,positive
 wish i was rollin with ya,positive
I can`t figure out the empire puzzle.  Stuck at 36,negative
"My cable signal is all messed up!!! I`m missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",negative
starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,negative
" I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",negative
My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics,positive
"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y`all are already asleep). xoxo",positive
whew finally got in to RC..,positive
missed iron chef,negative
is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.,positive
watching W. with jas. i love my brother he`s my best friend,positive
Wish I was in Chicago.,positive
 ohhh that cant be very fun    but hell you manned it up!!   looks like you got some **** done today!!,negative
surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),positive
bed rest for all weekend and next week  neomonia suck,negative
I got me a little too much sun today,negative
Drew`s new songs make me cry.  I miss Thomas already!,negative
OMG... I just learned that the little girl who played Ducky in the very first Land Before Time movie was murdered at the age of 10. WTF?,negative
 - thanks!  it`ll be great    ... and even better as soon as I get that wallet in my grubby little hands!  lol,positive
" hey, have a great gig! We`ll have to do exchange of tracks via ze emayal  I`m all lost in loops right now and still writing ****",positive
so i got to my exam centre n they said we can`t let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home,negative
"I miss my closest freind,Shirley, She went to France for the summer  I miss you Shirley!!!!",negative
i am waaayyyy hungry!  oh fyi my work email is down again BLAH!,negative
"Gotta get up early to spend some time with my mommy before I go to work, so I`m off to bed. Goodnight twitter",positive
 really was the best night ever,positive
my dark knight dvd is missing   i`m pissed,negative
Lying in bed with my most favorit girl in the world. happy mommys day to me.,positive
i bit my tongue sooo bad...it`s swollen.,negative
HaPPy MothErS Day!!! Feliz Dia deLAS MAdres  mine is already in Heaven.. =( Miss you...,positive
" Yeah, mine said 'That`s a nice picture' & gave me the red x!  Hope you get it working soon!",positive
 This was at Pitman`s down South. It just looks like business is bad all over,negative
 o i c. i have no excuses i just love bein comfy,positive
"Going to be buckling down this week. So, relief for my twitter followers from my inanity. Enjoy my silence.",positive
" Tis a book...called Love, **** and Tragedy. Highly interesting. Influence of classical on modern world",positive
or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,negative
 I`m sorry to hear that! that makes me sad,negative
Sitting waiting for dough to rise. There`s something about it that calms me down. Maybe the knowledge that I`ll have cinnamon rolls soon,positive
My husband thinks my Twittering makes me a creeper... whatever.,negative
" Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",positive
 Loved those books   Did you read The Host?  Amazing storyteller.,positive
n case you missed the show yesterday - here`s a chance to listen again on the BBC iPlayer  enjoy  http://tiny.cc/oIkbK,positive
My best friend is away at special olympics . She said she was gonna bring me .,positive
 we watched the today show(: we didnt see you though,negative
" have a good day girl, ill call you later",positive
 i had a blast at the sale today! had one pair of cords mis sized tho  but still worth it! might come back tomorrow! thankssss,positive
either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative
awesome lucky you,positive
" http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol",positive
Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,negative
Chemistry is not fun..,negative
" we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",negative
 im sure she`ll love em  how was work? x,positive
"i want to go out tonight, but i ain`t go no money and no one to go with   any takers???",negative
Missing my baby ducks,negative
 haha thanks  its for history and its on how the invention of television has influence america lol,positive
 yeah bit it is overheating a bit and the AC died.,negative
_Megan_**** Thats all i`ve seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha,negative
time to be nerd,negative
misses  so much,negative
" pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",positive
in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it.(( :S   )),negative
 Have a good one,positive
 Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,negative
 I was thinking the swine markets are in decline. But since we can`t say that anymore...,negative
" ?? Sorry you posted the vid again, but it won`t load for me...",negative
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative
eating my tito`s home made ice cream  yum!,positive
i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,positive
why does my life suck?,negative
"bout to watch notorious cause that`s how i`m feelin now. wish i could eat something, but i can`t.  surgery tomorrow. no food til saturday",negative
 yay were all saved! Weve overcome god again!,positive
wants cookie,positive
" helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI ****",negative
 rlly dead?  Descanse em paz... #luto #sad #RIP,negative
 i think  missed me tooo,negative
Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act`s new broadway show,positive
"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309",positive
 sorry my friend ... but  is paying the mortgage!,negative
net .. net .. net ..  hmm. bad weather .. weird summer!,negative
Happy Mother`s Day to all the mothers out there!!,positive
ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  HAPPY MOTHERS DAY,positive
" OMG!! Hahaha! I thought you were joking about Twittering that, hahaha!! Awesome, good times were had by all",positive
  a good girl nevah tells hahahahaha! hope you had a good weekend,positive
We got JoJo in for free and free drinks for Mom! My kind of night,positive
off to do some gardening and get lots of fresh air - i love Sundays,positive
to save my heart I think Imma let go! I can see myself getting hurt with you!,negative
 LOL...I think it`s safe to say that we are not alone in our thinking!,positive
" ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",negative
 yeah surrrrrously. we win,positive
giving myself a manicure + pedicure  ahhh how i`ve missed you nice pretty nails...,positive
Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,negative
"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",negative
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,negative
" No ways. If you can nab a youngster, go for it! My best friend swears by younger men - apparantly they can go for longer too!",negative
_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U,negative
" hope you have a great weekend,Paris",positive
Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?,negative
" lucky you, all we`ve had is rain in the city today  enjoy! ;)",positive
 thank u soooooo much lil mama xoxo,positive
Happy mother`s day all you moms!,positive
 Weather reports of a week of upper 60s make me happy  Perfect running weather!,positive
Everyone we have another hater  ,negative
 hehe true. i wonder what he will come up with,positive
 no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates!,negative
 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can`t go back to sleep.,negative
 That`s exactly how I feel.  I hope you start feeling better soon.,positive
" hey thought ud be on here most likely, im stressed out  i really dont know why  x",negative
Bubbletweet hates me,negative
"Heading of to the theatre! Having a show tonight, I`m so exited!",positive
virus hunting on computer - always wondering what it will destroy,negative
"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@",negative
Thank you for the advice   I`ll work on that when Im not at work.,positive
Is in bed not able to sleep  bloody bipolar!,negative
The sun is out here in Melbourne! Happy Mothers Day to all the mums out there,positive
Is gonna go for a shower  goin to see hannah Montana laterz woo well excited,positive
there`s nothing worse than getting a text about a dog that was abandoned in your town,negative
Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,negative
" oh, sorry to hear about this too  sad",negative
Roscoe - Smooth Sailin` WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,negative
" hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",positive
At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined,negative
 Happy Mother`s Day!  Hugs~,positive
 Goodnight lolsz,positive
 ME! oh wait wrong state,negative
 What!?!?! I can`t believe I had to find out this way...don`t you ppl contact family first??!!? I`m so sad!  Who was it?!?1,negative
"   woooooo im seeing you in glasgow when you come, september is agessss away but",positive
seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,positive
_Greta That is so not good.  Your box is worth way more than that!,negative
 I love chocolate. Must be PMS,positive
 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,positive
Love johnny deep looks in public enemies (L) I`ll catch this film when show in HK,positive
To all mothers in the world : happy mothers day,positive
  glad you liked it-  he`s done loads of arrangements but that was the only one i could find on blip,positive
The most painful sound in the world to me is the crying of someone I love. What`s worse is I can`t even hold them and say I`m sorry,negative
This class is really long and I`m really getting hungry,negative
 i hear you.. it pisses me off haha,negative
"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",positive
"So sorry if i`ve been typing wrongly. usually, after i`ve typed something, i wont read. i`ll just press the `enter` button",negative
 I was scared by the Daleks in the DW Exhibition in Cardiff.,negative
"Ugh, I don`t know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  ",negative
" naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing...",negative
" Oh, that`s bad. I made that mistake once before but still managed to pass though. So maybe it isn`t as bad as he thinks?",negative
_sounds bicycle? Sucks i cant ride with you,negative
" Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",positive
"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.",positive
Heading to yale.. Grandmother in car accident,negative
finally gone!!!,positive
 road trip ftw  am playing with trains today so it`s all good here,positive
"Had a BLAST this weekend with my sweet girls in Vancouver, watching my awesome Celtic lads... AND I got to see Alissa! Now I`m home",positive
was late,negative
"Feels really sick. Just puked my guts out.    help, please.",negative
fell down while holdin kales hand today...I hurt my foot & he bruised his forehead  im such a klutz!,negative
I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.,positive
Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,positive
White House joins social networking sites > http://bit.ly/15Fo4X - better late than never,positive
" **** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",negative
 ok point taken.  I`ll tell my team to stop our cynical championing of standards. Active-X is far better anyway,positive
Ok... No one was interested in my special.   Now the popcorn is stale! What a waste. I`m going to find a homeless person to give it to ...,negative
hope schools gonna be good tomorrow,positive
" is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",negative
" thanks, I found it already",positive
 Hi Sharon Missed you on our x factor last year!!  Come Back!! x,positive
So grateful for my amazing family. How blessed am I. Happy Mothers day everyone,positive
about to start work and missing him like crazy.I wont be seeing him till Tuesday,negative
Good morning! It`s going to be a kick-butt day!,positive
JONAS rocked tonight!  going to bed after I write a lil bit... Night and bless all,positive
 thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,positive
Such a long day!!! So much fun though  tomorrow will be just as much.,positive
Watched `The boy in the striped pj`s` the other day too..one of the best films I`ve ever seen.,positive
it always rains right after i get my car washed,positive
Looking at old pictures... I love it & miss the good ol days,positive
 oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,positive
nice hair and nowhere to go,positive
 - I will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,positive
" I`m sure it was amazing  Wish I could have been there :] You`re an incredible, phenomenal, amazingly talented singer",positive
: first impression is that it`s considerably  slower to boot than 2008  #beta1,negative
" ooc: thanks! Ugh...what a bad, bad day I`ve had. **** .",negative
"I think I messed up my back, its been like this all day",negative
 i keep trying to get through but i cant,negative
"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!",negative
: why is it so cold!?!?!,negative
Playing with my puppy,positive
" If I am... so are U, my friend.  HA!  But the thing is... WE make old look GOOD!",positive
_Heidi_V  Thank you pretty lady.,positive
 so i spoke too soon.... & my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it,negative
"_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",positive
 I`ve given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,positive
LA unified summer schools drastically cut due to CA budget  cuts. Very sad,negative
" lol, my current mp3 player is a brick. It would be nice to have something slim",positive
"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out",positive
" Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female.",positive
oh...my foot`s hurting now. About 5 minutes after I took it out though.,negative
Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.,negative
_aka_Rowan he could be talking to me  (he`s probably not though ;) ),negative
"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff",positive
 Sorry Ali,negative
" congrats, dreps! and good luck sa interview!",positive
" oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",negative
" Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.",positive
Son`s 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days,negative
" hey! negative on the primatech, this handle`s been on the tubes for a decade longer than heroes has",negative
 THANKYOU!  <3 iloveyoutwoooo,positive
 I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?,positive
ive burned like a ginger kid in the sun. now my arms are red,negative
"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",negative
"ever been in a pointless argument with drunk mum, drunk nan and drunk mums bf while having dinner??? i have.... fun times all round  hahah",positive
"A Don`t Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",negative
really hates delayed trains especially 44 minute delayed trains. Now going to be late for work,negative
 Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.,negative
Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),positive
 I just texted you but I hope you know you are my favorite,positive
Still totally excited that my oldest friend  has twitter. I luff my Spencer! Even though he has rabies,positive
Dang it! I REALLY look like ****!! Sigh only had 35mins to shower and 10mins to get ready,negative
Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,negative
Is getting more and more excited about thorpe park tomorrow,positive
nobody loves me on twitter,negative
_estep I am glad you are getting into your twittering,positive
 so see you on my birthday visit me  haha why wack Saturday ?,positive
i can`t seem to access Restuarant City due to some internet / javascript problem...,negative
Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,positive
 _face  and nana.wish i was there last night,positive
@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,negative
i hope unni will make the audition . fighting dahye unni !,positive
 Dude... That sucks! Why would they tow it from your own space?,negative
" hmm, okayy, im really sorry to hear about it  why do you thikn she would have done that? :S",negative
went to the dmv today.....some things never change,negative
 why yes ... a bag of goodies  lol,positive
"So it`s rainy in Georgia, what do I do? Wear bright colors and hope the sun comes out!  (I`m doubtful that this is going to work)",negative
"Alexxx Im gona miss you today. Im so sad, noooooooo",negative
 Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,negative
 would love a slice of summer from Piper`s lemonade stand! do you think i could have a jump on her trampoline too?,positive
Have been feeling very sick    had day off today... ARRRGH,negative
Happy Hug Your Mom Day!! love you mom,positive
http://tr.im/kXCL `Immigrant hid passport in pants` What a genius.,positive
 Hope you  feel better soon little Magic Girl,positive
  aw. that sounds amazing  But I think I have work. Thank you for inviting me though,positive
" wow, atleast u only have three weeks...I have two months to go    Are u going away?",positive
"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",negative
_surprises unfortunately yes,negative
great night! great peolple!,positive
"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",negative
offically in DC .....  missing my numero uno,negative
"bored , cleanin the house",negative
 Thank you Jon!  That`s very sweet.,positive
" Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",positive
_miacherry morning kik enjoy your breakfast,positive
"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up",negative
Breaking the daily build broke my daily plan as well,negative
", Whered you end up going? I stayed in & watched SNL, one of the funnier shows theyve done this season.",positive
Found out earlier today that I`m going to be an Uncle,positive
Learned a lesson the hard way. Lost my USB stick and backup was a month old,negative
  there wasn`t enough room for me...,negative
there are some really scary noises coming from outside,negative
Enjoyed x-men w/   now it`s time to rest up for this drive home...happy mother`s day twit-moms!!!,positive
jus sittin in da libray and this stupid computer wont let me order any mac foundation,negative
"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!",negative
 Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,positive
NO MORE MSHS!!!!!!!! Gotta go to work...too tired,negative
"My back hurts and I`m meant to be going out tonight, poor the Rik",negative
 Having an awesome day? You should... I expect as much out of you  #awesomeupdater,positive
 Ayy.  Okayyy. It was nice seeing you kanina ! :> I like your hair. :>,positive
 ask  to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.,negative
" wow, I see a Mr.B obsession in you!!",positive
Working at hop city. Gotta miss baseball,negative
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,positive
How I wish I wish I did not eat that....burger.,negative
my phone is broken    & im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha,negative
 everything is your fault moxy...everything.   x,negative
 that`s sad  what kind of mess are you getting into this weekend?,negative
Happy Mothers Day mom!  I love you!,positive
yo yo yo! i like ice cream,positive
"I wanna go home, but I can`t cause the customers won`t leave... And my boss won`t let me leave either",negative
is going home after an awesome time with the peeps,positive
 had  a little family party tonight   hope it rocked,positive
happy momies day!,positive
 nope anthony wrecked his car i have to help him get it running,negative
 I loved it! You guys are amazing!,positive
"Just came back from my first city rooftop party  Man, even when you`re next to THE New Yorker Bldg, it still gets pretty windy up there.",positive
" hi there, nice to meet you.  I am new to twitter and I guess you are too?",positive
Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.,positive
THE best job in the world & yes its in Australia  http://tinyurl.com/clxl4l,positive
"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",positive
Missing my mother... t-11 days! HAPPY MOTHER`S DAY!!,positive
Checkin out oramarecords.com. Got a fever and cnt sleep,negative
And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.,positive
Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,negative
" hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don`t think we`ll see the fight",negative
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",negative
" http://twitpic.com/4i2zu - wow, thats so cool!",positive
Feeling considerably better after 13 hours sleep  still not right though...,positive
sat in the pub. Pretty quiet so far. Prob leave in a bit. Work at 6.30,negative
_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,positive
god it pisses me off that i always enter comps & never win.I am such a sore loser,negative
being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,negative
I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions,negative
 so sad u cancelled silverstone show  better see u in sandown park!,negative
 break a leg  but don`t do it for real it just a saying :p ' good luck',positive
Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,positive
" main event has not happened yet, but he is doing well so far",positive
#bgt It`s a shame that the Dreambears won`t get through,negative
Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isn`t feeling well,negative
agh! freaking out about going to Wales already! >< not packed!!,negative
     my bracelet broke today too.,negative
Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,positive
 Have a great day..... if the rain keeps up I may go swimming instead of dining here,positive
" Like your pics, Lucky Girl, again",positive
"exhausted, but forced into attending a lock-in",negative
"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I`m go... http://znl.me/OSWGH",negative
 are you feeling better? sorry you`re feeling under!,negative
" And so very you.  You know I say it w/ nothing but love, dude.",positive
"i hate working, especially when the weather is good",negative
Anyway. Can`t take this **** no longer. Or my mind will blow off.,negative
" OMG, I get the $50 coupon from them all the time, do you?? I`m obsessed with their catalog when it comes in the mail",positive
Hello twitting world!  We are off to best buddies bbq  but untill then Jay z is on Spotify,positive
" Thank You, Sweetie. I just don` understand how people can be mad at me for something THEY made as a choice in life..",positive
